,Reviews,Bank
191,SEP 2018 TIME 2.10 AM 4.30 AM TO THE 10 TRANSACTIONS RANGING FROM 210 TO 6500F OR 10 TIMES AMOUNTING TO RS 67000 HAS BEEN DEBITED FROM OUR ACCOUNT IN THE NAME FACEBK ADS.FX. SHOCKED AND PANIC TO SEE SUCH TRANSACTIONS AS I DID NOT USE.CALLED CUSTOMER CARE CITI BANK AND BLOCKED THE CARD IMMEDIATELY.THEY HAVE PRESSURIZED FOR  ASSURENCE OF PAY BY US. WHEN I DENIED THEY USUALLY  SAY THIS IS YOUR FAULT. SO  I FOUND THAT  IF A PURCHASE WITHOUT  OTP IN NONPHYSICAL PRESENCE OF CREDIT CARD ONLY THE BANK OFFICIALS CAN DO SO THAT I COMPLAIN IN POLICE THROUGH FIR WITH IN 1 WEEK THE SCOUNDRELS OF CITI BANK RETURN THE BILLED AMOUNT . METHOD  THIS AMOUNT AS THEY WILL INVESTIGATE FURTHER AND CLOSE THE ISSUE DIRECTLY OR WE NEED TO GO FOR POLICE COMPLAINT AND CLOSE THIS ISSUE.,Citibank-Visa-Credit-Card
192,IT IS VERY DISAPPOINTING TO SEE SUCH THINGS HAPPEN UNDER CITI BANK UMBRELLA .,Citibank-Visa-Credit-Card
193,"I signed up to Citi Rewards card, from their ad on bigbasket with 2000 rs cashback on signup etc. and I really got it.",Citibank-Visa-Credit-Card
194,"Also, when I lost my card due to I missed my wallet, actually, I missed 3 different cards, one of them was Citi. Once I blocked all of them, the next day in my hands was new Citi card dispatched!. Excellent service so far, thanks Citi.",Citibank-Visa-Credit-Card
195,"The rewards points is comparatively lesser, but then you have rewards miles program, cashback for points etc, which I have not used yet though.",Citibank-Visa-Credit-Card
196,"From past 6 months I am using citibank rewards credit card. It is very useful while you use for shopping, you can earn 10 rewards points for every Rs 12 5you  spent . If you purchase from e-commerce site like amazon flipcart etc, then apart from rewards point you will get 10-15% discount. If you spend Rs. 30000 annually then you do not have to pay annual fee that is Rs.1000, you can redeem your rewards points from citi rewards section . If you call to customer care executive they will be very happy to solve your problem regarding any issue with your citicard on priority basis .",Citibank-Visa-Credit-Card
197,"Avoid this at all cost, it  has a bad customer service, NO email customer service, very bad telephone customer service, worst website, and even worse APP.",Citibank-Visa-Credit-Card
198,good for nothing im stuch with citi now.,Citibank-Visa-Credit-Card
199,would never recommend.,Citibank-Visa-Credit-Card
200,indian banks are doing a much better job.,Citibank-Visa-Credit-Card
201,and all this when citi bank is the biggest bank in the world.,Citibank-Visa-Credit-Card
202,:),Citibank-Visa-Credit-Card
203,"Hi friends, I wanted to share my personal opinion about Citibank Credit card customer service today.",Citibank-Visa-Credit-Card
204,"I'm using this credit card service for the last 5years and had one of the worst experience recently with their customer service team. I filled petrol at an Indian oil outlet last month. As per the terms & conditions of the credit card I'm not supposed to be charged any fuel surcharge for swiping my credit card at any Indian oil fuel outlet. but I was charged 3% which was not acceptable. I called up the customer service but the lady who received my call was not fluent in her English and was struggling to understand my problem. when I asked her to transfer the call to someone who can understand better, she disconnected my call. This happened twice with the same lady. I was totally angry and sent an email to call me back. Later I cancelled my card as my issue was not resolved.",Citibank-Visa-Credit-Card
205,That was a worst experience which I ever had with any customer service ever before.,Citibank-Visa-Credit-Card
206,"Once I was doing shopping in Royal Minakshi Maal Bangalore, Citibank cards agent told me, for Citi Rewards cards, I have 10X points  for every 100 Rs spend. I like that offer and applied for cards, submitted all the docs, my application got approved and got the cards within 10 days.",Citibank-Visa-Credit-Card
207,"I started using this cards but in real points earning is very very less. There is some particular shop like lifestyle, shoppers, Bigbazaar etc where we can get 10X points means on spend of 125 Rs, we will get 10 points and for that also there is some cap limit. After that it is normal points earning.",Citibank-Visa-Credit-Card
208,"If you are doing txn in shop, which is not registered for 10X, there is 1 points for every 125 Rs spend.",Citibank-Visa-Credit-Card
209,"Value of each points earned is just 35 paisa. If we see overall, no. of points is high for some particular shop but its value is less. It seems like a honeytrap for customer.",Citibank-Visa-Credit-Card
210,Finally I closed the cards and  said bye to citibank,Citibank-Visa-Credit-Card
211,"Hi guys my husband is using citibank visa credit card more than four years , citi bank providing lot of offers, in pertrol bunk, restaurants, buying online movie tickets, and jp miles for traveling, and customer care service is good , and  citi bank not adding any extra changes like other bank and citi bank giving more valuable service to the customer,  its a life time free credit card, no annual and joining charges, usually doing shopping through citi bank credit card getting lot of rewards points after that we can converts rewards points into money.",Citibank-Visa-Credit-Card
212,"They told me the first year is joining for free, and from the second year 499+gst will be taken but if you use 4000+ in a year, then it will wave off. But when I use they generate a bill of 999+gst on the card in the first year. Even all the bonuses they are saying all fake. Do not use this card. If they call you just give a Fxxxx to them.",Bajaj-Finserv-RBL-Bank-SuperCard
213,"Bajaj Finserve RBL bank credit card is very fared, the agents were like a GUNDAS",Bajaj-Finserv-RBL-Bank-SuperCard
214,"and worst service provider I have ever seen these kind of peope . Staff are layers and all offers are very fake. Never use this card.It badly affects your cibil score. all services of Bajaj are very bad. Don't issue credit card. They give fake offers to issue credit card. If you want to close card, they don't close card service and pay charges even if don't use card.",Bajaj-Finserv-RBL-Bank-SuperCard
215,"Bajaj Finserve RBL bank credit card is very worst and poor service provider I have ever seen. Staff are layers and all offers are very fake. Never use this card...It badly affects your cibil score.. all services of Bajaj are very bad. Don't issue credit card. They give fake offers to issue credit card. If you want to close card, they don't close card service and pay charges even if don't use card.",Bajaj-Finserv-RBL-Bank-SuperCard
216,"End of the month they will simply increase the fees and charges, they will not tell for what they had charged, if I call the customer support and  ask they will lift, when we ask why you had increased they will cut the call, my card got blocked I'm calling and asking them to remove that block but also they are not responding, I paid the amount but also they will send emails that still you have pending amount to pay . The worst experience I had and still I'm dealing with that . no 1 worst . worst . Worst.  Bajaj card",Bajaj-Finserv-RBL-Bank-SuperCard
217,My Bajaj RBL credit card is blocked,Bajaj-Finserv-RBL-Bank-SuperCard
218,"I contacted customer support many times to  unblock the credit card, it is telling me that the card is unblocked. But the card is blocked, it is not allowing me to login into the RBLmyCard app and pay the EMI, last month I paid through Paytm,",Bajaj-Finserv-RBL-Bank-SuperCard
219,"But your team called me and asked me to pay the due amount,  and put an extra 1000 charges . this is not at all fair, I contacted many of your executives, But nobody helped me to come out of my problem.",Bajaj-Finserv-RBL-Bank-SuperCard
220,"Daily your executives are calling me and asking for an amount, how do I pay If the app is blocked?, if I pay through paytm or some other app, my amount is missing, again you people are putting a lot of charges for the paid emi's and dues and asking for money again and again,",Bajaj-Finserv-RBL-Bank-SuperCard
221,"I have took the laptop through this credit card, it is also not working at alll, I contacted to flipKart support they are  also not responding, this month to pay my emi, RBLmyCard App is not allowing me to login it is telling that the card is blocked. I cannot pay in paytm or other apps and loose my amount again and again.",Bajaj-Finserv-RBL-Bank-SuperCard
